train_loss_step,train_accuracy_step,epoch,step,val_loss_step,val_accuracy_step,val_loss_epoch,val_accuracy_epoch,train_loss_epoch,train_accuracy_epoch
1.8939554691314697,0.6953125,0,50,,,,,,
1.953800082206726,0.5859375,0,51,,,,,,
1.8918098211288452,0.640625,0,52,,,,,,
1.865333914756775,0.6953125,0,53,,,,,,
1.901512622833252,0.6484375,0,54,,,,,,
1.9038853645324707,0.6484375,0,55,,,,,,
1.8535122871398926,0.671875,0,56,,,,,,
1.8780126571655273,0.671875,0,57,,,,,,
1.869955062866211,0.671875,0,58,,,,,,
1.8844627141952515,0.6328125,0,59,,,,,,
1.8294379711151123,0.6953125,0,60,,,,,,
1.7931175231933594,0.7265625,0,61,,,,,,
1.892577052116394,0.609375,0,62,,,,,,
1.8060733079910278,0.6953125,0,63,,,,,,
1.8805955648422241,0.6328125,0,64,,,,,,
1.8805561065673828,0.625,0,65,,,,,,
1.7995734214782715,0.7265625,0,66,,,,,,
1.8134472370147705,0.71875,0,67,,,,,,
1.8257142305374146,0.7265625,0,68,,,,,,
1.9060211181640625,0.5859375,0,69,,,,,,
1.8780380487442017,0.6484375,0,70,,,,,,
1.808152437210083,0.6796875,0,71,,,,,,
1.8132365942001343,0.6953125,0,72,,,,,,
1.8959848880767822,0.5703125,0,73,,,,,,
1.8531928062438965,0.640625,0,74,,,,,,
1.8326786756515503,0.6953125,0,75,,,,,,
1.8692587614059448,0.6328125,0,76,,,,,,
1.849332332611084,0.609375,0,77,,,,,,
1.8062896728515625,0.671875,0,78,,,,,,
1.8372671604156494,0.6484375,0,79,,,,,,
1.8681983947753906,0.609375,0,80,,,,,,
1.8181300163269043,0.65625,0,81,,,,,,
1.7636079788208008,0.71875,0,82,,,,,,
1.8985949754714966,0.5625,0,83,,,,,,
1.7597476243972778,0.7578125,0,84,,,,,,
1.814810037612915,0.6640625,0,85,,,,,,
1.8484147787094116,0.6484375,0,86,,,,,,
1.801403522491455,0.71875,0,87,,,,,,
1.8233119249343872,0.640625,0,88,,,,,,
1.7947800159454346,0.703125,0,89,,,,,,
1.8139961957931519,0.6953125,0,90,,,,,,
1.8194173574447632,0.65625,0,91,,,,,,
1.8788583278656006,0.59375,0,92,,,,,,
1.8285614252090454,0.640625,0,93,,,,,,
1.8275562524795532,0.6640625,0,94,,,,,,
1.7655502557754517,0.7265625,0,95,,,,,,
1.8282639980316162,0.6640625,0,96,,,,,,
1.8566290140151978,0.640625,0,97,,,,,,
1.8537607192993164,0.625,0,98,,,,,,
1.7581745386123657,0.75,0,99,,,,,,
1.8309659957885742,0.65625,0,100,,,,,,
1.825186014175415,0.6640625,0,101,,,,,,
1.808569312095642,0.6796875,0,102,,,,,,
1.7590770721435547,0.71875,0,103,,,,,,
1.787904143333435,0.703125,0,104,,,,,,
1.734752893447876,0.765625,0,105,,,,,,
1.782526969909668,0.6953125,0,106,,,,,,
1.810241460800171,0.703125,0,107,,,,,,
1.8143413066864014,0.6328125,0,108,,,,,,
1.7532447576522827,0.71875,0,109,,,,,,
1.7645798921585083,0.703125,0,110,,,,,,
1.8481999635696411,0.640625,0,111,,,,,,
1.7948328256607056,0.6796875,0,112,,,,,,
1.7897822856903076,0.6875,0,113,,,,,,
1.8031415939331055,0.703125,0,114,,,,,,
1.822363257408142,0.65625,0,115,,,,,,
1.777490258216858,0.6953125,0,116,,,,,,
1.6956676244735718,0.8125,0,117,,,,,,
1.7844828367233276,0.7109375,0,118,,,,,,
1.756845474243164,0.765625,0,119,,,,,,
1.7157570123672485,0.8203125,0,120,,,,,,
1.7883788347244263,0.7109375,0,121,,,,,,
1.7742944955825806,0.703125,0,122,,,,,,
1.7601736783981323,0.7421875,0,123,,,,,,
1.7428321838378906,0.75,0,124,,,,,,
1.7543163299560547,0.7265625,0,125,,,,,,
1.803032636642456,0.671875,0,126,,,,,,
1.761000394821167,0.7421875,0,127,,,,,,
1.7650431394577026,0.7265625,0,128,,,,,,
1.7279295921325684,0.765625,0,129,,,,,,
1.7231899499893188,0.765625,0,130,,,,,,
1.7531558275222778,0.7421875,0,131,,,,,,
1.789678692817688,0.7109375,0,132,,,,,,
1.7618863582611084,0.7421875,0,133,,,,,,
1.7705109119415283,0.7265625,0,134,,,,,,
1.7495934963226318,0.75,0,135,,,,,,
1.7477326393127441,0.75,0,136,,,,,,
1.7170339822769165,0.7890625,0,137,,,,,,
1.7696841955184937,0.734375,0,138,,,,,,
1.720543622970581,0.78125,0,139,,,,,,
1.7251909971237183,0.8125,0,140,,,,,,
1.7199819087982178,0.75,0,141,,,,,,
1.7061173915863037,0.796875,0,142,,,,,,
1.7278285026550293,0.7421875,0,143,,,,,,
1.8022570610046387,0.6796875,0,144,,,,,,
1.7093347311019897,0.7734375,0,145,,,,,,
1.7434566020965576,0.7421875,0,146,,,,,,
1.727107048034668,0.7421875,0,147,,,,,,
1.7558543682098389,0.7265625,0,148,,,,,,
1.749396800994873,0.71875,0,149,,,,,,
1.7325321435928345,0.7578125,0,150,,,,,,
1.673999309539795,0.8203125,0,151,,,,,,
1.7101199626922607,0.78125,0,152,,,,,,
1.7123262882232666,0.7890625,0,153,,,,,,
1.7039990425109863,0.8125,0,154,,,,,,
1.7879527807235718,0.6953125,0,155,,,,,,
1.7334226369857788,0.765625,0,156,,,,,,
1.7765395641326904,0.71875,0,157,,,,,,
1.7540732622146606,0.7265625,0,158,,,,,,
1.7364559173583984,0.7109375,0,159,,,,,,
1.7711983919143677,0.71875,0,160,,,,,,
1.7187367677688599,0.7734375,0,161,,,,,,
1.7224981784820557,0.765625,0,162,,,,,,
1.7408641576766968,0.7265625,0,163,,,,,,
1.6551553010940552,0.859375,0,164,,,,,,
1.7117657661437988,0.765625,0,165,,,,,,
1.7706366777420044,0.6875,0,166,,,,,,
1.7562520503997803,0.7421875,0,167,,,,,,
1.7689728736877441,0.734375,0,168,,,,,,
1.7232078313827515,0.7734375,0,169,,,,,,
1.6948699951171875,0.7890625,0,170,,,,,,
1.6969200372695923,0.7734375,0,171,,,,,,
1.681773066520691,0.8046875,0,172,,,,,,
1.774241328239441,0.71875,0,173,,,,,,
1.7170064449310303,0.7578125,0,174,,,,,,
1.7549279928207397,0.7265625,0,175,,,,,,
1.758766531944275,0.71875,0,176,,,,,,
1.7420320510864258,0.7109375,0,177,,,,,,
1.7228364944458008,0.7578125,0,178,,,,,,
1.7538528442382812,0.703125,0,179,,,,,,
1.7372851371765137,0.75,0,180,,,,,,
1.7351917028427124,0.734375,0,181,,,,,,
1.7088582515716553,0.7578125,0,182,,,,,,
1.7134021520614624,0.78125,0,183,,,,,,
1.7473344802856445,0.7265625,0,184,,,,,,
1.7066131830215454,0.78125,0,185,,,,,,
1.7646665573120117,0.703125,0,186,,,,,,
1.66360342502594,0.8125,0,187,,,,,,
1.7141602039337158,0.7734375,0,188,,,,,,
1.698433756828308,0.7890625,0,189,,,,,,
1.6662960052490234,0.8125,0,190,,,,,,
1.6577821969985962,0.84375,0,191,,,,,,
1.7468969821929932,0.7265625,0,192,,,,,,
1.7705073356628418,0.71875,0,193,,,,,,
1.6709926128387451,0.8125,0,194,,,,,,
1.6709336042404175,0.8125,0,195,,,,,,
1.7420222759246826,0.7265625,0,196,,,,,,
1.750285029411316,0.71875,0,197,,,,,,
1.689894199371338,0.796875,0,198,,,,,,
1.6955649852752686,0.796875,0,199,,,,,,
1.7242859601974487,0.7421875,0,200,,,,,,
1.6738684177398682,0.828125,0,201,,,,,,
1.7835030555725098,0.703125,0,202,,,,,,
1.725630760192871,0.75,0,203,,,,,,
1.7216824293136597,0.765625,0,204,,,,,,
1.699916124343872,0.78125,0,205,,,,,,
1.7170816659927368,0.7734375,0,206,,,,,,
1.6864203214645386,0.7890625,0,207,,,,,,
1.7059870958328247,0.765625,0,208,,,,,,
1.710975170135498,0.78125,0,209,,,,,,
1.6724894046783447,0.7890625,0,210,,,,,,
1.696485161781311,0.796875,0,211,,,,,,
1.7257821559906006,0.7734375,0,212,,,,,,
1.754479169845581,0.71875,0,213,,,,,,
1.6977818012237549,0.7734375,0,214,,,,,,
1.707698106765747,0.7890625,0,215,,,,,,
1.7347043752670288,0.7265625,0,216,,,,,,
1.7186048030853271,0.75,0,217,,,,,,
1.6633397340774536,0.8359375,0,218,,,,,,
1.6865580081939697,0.7890625,0,219,,,,,,
1.7312755584716797,0.734375,0,220,,,,,,
1.7402278184890747,0.7421875,0,221,,,,,,
1.7001928091049194,0.7578125,0,222,,,,,,
1.704234004020691,0.765625,0,223,,,,,,
1.7191106081008911,0.765625,0,224,,,,,,
1.734218955039978,0.7421875,0,225,,,,,,
1.7004753351211548,0.7734375,0,226,,,,,,
1.7462215423583984,0.71875,0,227,,,,,,
1.7411056756973267,0.71875,0,228,,,,,,
1.7141700983047485,0.7734375,0,229,,,,,,
1.6961904764175415,0.78125,0,230,,,,,,
1.6588869094848633,0.8203125,0,231,,,,,,
1.6829160451889038,0.7890625,0,232,,,,,,
1.726505160331726,0.7578125,0,233,,,,,,
1.670750617980957,0.8046875,0,234,,,,,,
1.769122838973999,0.703125,0,235,,,,,,
1.7199091911315918,0.765625,0,236,,,,,,
1.7271724939346313,0.7734375,0,237,,,,,,
1.6645344495773315,0.8359375,0,238,,,,,,
1.774812936782837,0.6953125,0,239,,,,,,
1.640686273574829,0.828125,0,240,,,,,,
1.7144689559936523,0.765625,0,241,,,,,,
1.6939011812210083,0.796875,0,242,,,,,,
1.7056591510772705,0.78125,0,243,,,,,,
1.7073028087615967,0.765625,0,244,,,,,,
1.7478793859481812,0.7109375,0,245,,,,,,
1.7488036155700684,0.7109375,0,246,,,,,,
1.7259469032287598,0.7421875,0,247,,,,,,
1.670377254486084,0.796875,0,248,,,,,,
1.6980152130126953,0.8046875,0,249,,,,,,
1.691197395324707,0.7734375,0,250,,,,,,
1.7093772888183594,0.78125,0,251,,,,,,
1.75255286693573,0.71875,0,252,,,,,,
1.667812466621399,0.796875,0,253,,,,,,
1.7187546491622925,0.75,0,254,,,,,,
1.7214937210083008,0.7734375,0,255,,,,,,
1.6842195987701416,0.7890625,0,256,,,,,,
1.7027997970581055,0.7734375,0,257,,,,,,
1.7258449792861938,0.75,0,258,,,,,,
1.7358956336975098,0.734375,0,259,,,,,,
1.6789262294769287,0.7890625,0,260,,,,,,
1.7343250513076782,0.7265625,0,261,,,,,,
1.6881704330444336,0.8046875,0,262,,,,,,
1.7639814615249634,0.703125,0,263,,,,,,
1.669033169746399,0.828125,0,264,,,,,,
1.7087090015411377,0.7578125,0,265,,,,,,
1.6756898164749146,0.796875,0,266,,,,,,
1.657848596572876,0.8359375,0,267,,,,,,
1.725481390953064,0.7421875,0,268,,,,,,
1.7017946243286133,0.7578125,0,269,,,,,,
1.7195961475372314,0.75,0,270,,,,,,
1.7656474113464355,0.7109375,0,271,,,,,,
1.7257355451583862,0.734375,0,272,,,,,,
1.7431753873825073,0.703125,0,273,,,,,,
1.7236294746398926,0.75,0,274,,,,,,
1.686758041381836,0.796875,0,275,,,,,,
1.696936011314392,0.78125,0,276,,,,,,
1.7300117015838623,0.7421875,0,277,,,,,,
1.6661466360092163,0.8125,0,278,,,,,,
1.7250046730041504,0.7421875,0,279,,,,,,
1.7444491386413574,0.71875,0,280,,,,,,
1.7564492225646973,0.71875,0,281,,,,,,
1.7314327955245972,0.734375,0,282,,,,,,
1.692720890045166,0.78125,0,283,,,,,,
1.6949291229248047,0.78125,0,284,,,,,,
1.65715491771698,0.8125,0,285,,,,,,
1.6776337623596191,0.8046875,0,286,,,,,,
1.6977986097335815,0.78125,0,287,,,,,,
1.7625916004180908,0.71875,0,288,,,,,,
1.7545799016952515,0.703125,0,289,,,,,,
1.688727617263794,0.796875,0,290,,,,,,
1.715552568435669,0.75,0,291,,,,,,
1.668708324432373,0.8046875,0,292,,,,,,
1.665920615196228,0.8125,0,293,,,,,,
1.7079559564590454,0.7734375,0,294,,,,,,
1.7390493154525757,0.7265625,0,295,,,,,,
1.73724365234375,0.7265625,0,296,,,,,,
1.6692849397659302,0.8046875,0,297,,,,,,
1.6824326515197754,0.7890625,0,298,,,,,,
1.7060291767120361,0.765625,0,299,,,,,,
1.6653189659118652,0.8046875,0,300,,,,,,
1.6871416568756104,0.765625,0,301,,,,,,
1.7182328701019287,0.765625,0,302,,,,,,
1.7190988063812256,0.7578125,0,303,,,,,,
1.684906005859375,0.7890625,0,304,,,,,,
1.674033761024475,0.8046875,0,305,,,,,,
1.7185451984405518,0.7578125,0,306,,,,,,
1.6982265710830688,0.7578125,0,307,,,,,,
1.6900612115859985,0.7734375,0,308,,,,,,
1.6919633150100708,0.7890625,0,309,,,,,,
1.676516056060791,0.7890625,0,310,,,,,,
1.6543776988983154,0.8203125,0,311,,,,,,
1.6928070783615112,0.7890625,0,312,,,,,,
1.6871455907821655,0.7734375,0,313,,,,,,
1.749131202697754,0.734375,0,314,,,,,,
1.6886482238769531,0.78125,0,315,,,,,,
1.7172176837921143,0.765625,0,316,,,,,,
1.7178303003311157,0.765625,0,317,,,,,,
1.706695795059204,0.7578125,0,318,,,,,,
1.7265836000442505,0.75,0,319,,,,,,
1.6419670581817627,0.8515625,0,320,,,,,,
1.7092255353927612,0.7578125,0,321,,,,,,
1.684391975402832,0.7890625,0,322,,,,,,
1.6624643802642822,0.8046875,0,323,,,,,,
1.6886050701141357,0.78125,0,324,,,,,,
1.6875677108764648,0.7890625,0,325,,,,,,
1.607102632522583,0.8671875,0,326,,,,,,
1.7102662324905396,0.75,0,327,,,,,,
1.7006566524505615,0.7890625,0,328,,,,,,
1.75697922706604,0.71875,0,329,,,,,,
1.6819149255752563,0.7890625,0,330,,,,,,
1.6943947076797485,0.78125,0,331,,,,,,
1.6517678499221802,0.8359375,0,332,,,,,,
1.6879254579544067,0.7890625,0,333,,,,,,
1.683478593826294,0.7890625,0,334,,,,,,
1.7054847478866577,0.7578125,0,335,,,,,,
1.6736557483673096,0.78125,0,336,,,,,,
1.6851202249526978,0.8046875,0,337,,,,,,
1.6425981521606445,0.8515625,0,338,,,,,,
1.6994887590408325,0.7734375,0,339,,,,,,
1.6962876319885254,0.7890625,0,340,,,,,,
1.682940125465393,0.78125,0,341,,,,,,
1.6624940633773804,0.828125,0,342,,,,,,
1.70719575881958,0.7734375,0,343,,,,,,
1.656689167022705,0.8203125,0,344,,,,,,
1.6921108961105347,0.7734375,0,345,,,,,,
1.674518346786499,0.8046875,0,346,,,,,,
1.7146952152252197,0.765625,0,347,,,,,,
1.6658072471618652,0.796875,0,348,,,,,,
1.6740038394927979,0.7890625,0,349,,,,,,
1.6925607919692993,0.78125,0,350,,,,,,
1.6987627744674683,0.78125,0,351,,,,,,
1.6323753595352173,0.8359375,0,352,,,,,,
1.6294199228286743,0.84375,0,353,,,,,,
1.667991280555725,0.8046875,0,354,,,,,,
1.6793296337127686,0.7734375,0,355,,,,,,
1.7020267248153687,0.765625,0,356,,,,,,
1.6794757843017578,0.7890625,0,357,,,,,,
1.6862252950668335,0.78125,0,358,,,,,,
1.7138582468032837,0.7578125,0,359,,,,,,
1.6606166362762451,0.8125,0,360,,,,,,
1.7339247465133667,0.75,0,361,,,,,,
1.6935242414474487,0.7734375,0,362,,,,,,
1.6820846796035767,0.78125,0,363,,,,,,
1.627589464187622,0.84375,0,364,,,,,,
1.6703214645385742,0.7890625,0,365,,,,,,
1.6626447439193726,0.8125,0,366,,,,,,
1.6898877620697021,0.765625,0,367,,,,,,
1.6965712308883667,0.7578125,0,368,,,,,,
1.6928876638412476,0.78125,0,369,,,,,,
1.6514421701431274,0.828125,0,370,,,,,,
1.6745789051055908,0.796875,0,371,,,,,,
1.681581974029541,0.796875,0,372,,,,,,
1.6878622770309448,0.7734375,0,373,,,,,,
1.6346296072006226,0.8515625,0,374,,,,,,
1.7159926891326904,0.7421875,0,375,,,,,,
1.6862761974334717,0.78125,0,376,,,,,,
1.7119297981262207,0.78125,0,377,,,,,,
1.644895315170288,0.8203125,0,378,,,,,,
1.6750833988189697,0.7890625,0,379,,,,,,
1.6788445711135864,0.78125,0,380,,,,,,
1.6853467226028442,0.765625,0,381,,,,,,
1.6532564163208008,0.8125,0,382,,,,,,
1.6326066255569458,0.84375,0,383,,,,,,
1.7136181592941284,0.765625,0,384,,,,,,
1.6521843671798706,0.828125,0,385,,,,,,
1.6920748949050903,0.796875,0,386,,,,,,
1.662530541419983,0.8046875,0,387,,,,,,
1.6540451049804688,0.8046875,0,388,,,,,,
1.687198281288147,0.765625,0,389,,,,,,
1.7240315675735474,0.734375,0,390,,,,,,
1.6972460746765137,0.75,0,391,,,,,,
1.6852601766586304,0.78125,0,392,,,,,,
1.6631708145141602,0.8125,0,393,,,,,,
1.5771788358688354,0.890625,0,394,,,,,,
1.6190075874328613,0.859375,0,395,,,,,,
1.7436933517456055,0.71875,0,396,,,,,,
1.7086455821990967,0.765625,0,397,,,,,,
1.70021390914917,0.78125,0,398,,,,,,
1.647836685180664,0.8125,0,399,,,,,,
1.671931505203247,0.8359375,0,400,,,,,,
1.6175358295440674,0.8828125,0,401,,,,,,
1.6755741834640503,0.7890625,0,402,,,,,,
1.721983551979065,0.765625,0,403,,,,,,
1.7237248420715332,0.7421875,0,404,,,,,,
1.6638317108154297,0.8046875,0,405,,,,,,
1.6615452766418457,0.8046875,0,406,,,,,,
1.6839443445205688,0.7734375,0,407,,,,,,
1.6706554889678955,0.7890625,0,408,,,,,,
1.6948612928390503,0.78125,0,409,,,,,,
1.627882719039917,0.8359375,0,410,,,,,,
1.6744399070739746,0.78125,0,411,,,,,,
1.6916650533676147,0.78125,0,412,,,,,,
1.7072802782058716,0.7421875,0,413,,,,,,
1.6513855457305908,0.828125,0,414,,,,,,
1.6590787172317505,0.8203125,0,415,,,,,,
1.6594680547714233,0.828125,0,416,,,,,,
1.6723939180374146,0.796875,0,417,,,,,,
1.6850049495697021,0.7890625,0,418,,,,,,
1.716027855873108,0.734375,0,419,,,,,,
1.6324607133865356,0.84375,0,420,,,,,,
1.6837024688720703,0.8125,0,421,,,,,,
1.684546947479248,0.796875,0,422,,,,,,
1.7154972553253174,0.7421875,0,423,,,,,,
1.6828601360321045,0.796875,0,424,,,,,,
1.6705845594406128,0.7890625,0,425,,,,,,
1.5706292390823364,0.90625,0,426,,,,,,
1.6431636810302734,0.828125,0,427,,,,,,
1.6818212270736694,0.78125,0,428,,,,,,
1.6591641902923584,0.828125,0,429,,,,,,
1.709952712059021,0.7578125,0,430,,,,,,
1.67202889919281,0.7890625,0,431,,,,,,
1.6574956178665161,0.8359375,0,432,,,,,,
1.6462172269821167,0.8515625,0,433,,,,,,
1.6946816444396973,0.796875,0,434,,,,,,
1.6811630725860596,0.78125,0,435,,,,,,
1.6774433851242065,0.7890625,0,436,,,,,,
1.6913965940475464,0.7890625,0,437,,,,,,
1.6654555797576904,0.8046875,0,438,,,,,,
1.6867719888687134,0.7578125,0,439,,,,,,
1.6692630052566528,0.828125,0,440,,,,,,
1.6174978017807007,0.8671875,0,441,,,,,,
1.6537134647369385,0.8203125,0,442,,,,,,
1.720871925354004,0.75,0,443,,,,,,
1.7411437034606934,0.6875,0,444,,,,,,
1.63982093334198,0.84375,0,445,,,,,,
1.6156013011932373,0.859375,0,446,,,,,,
1.623762845993042,0.84375,0,447,,,,,,
1.696492314338684,0.78125,0,448,,,,,,
1.661231279373169,0.8203125,0,449,,,,,,
1.6258264780044556,0.8359375,0,450,,,,,,
1.6860346794128418,0.7890625,0,451,,,,,,
1.661267876625061,0.8203125,0,452,,,,,,
1.6573550701141357,0.828125,0,453,,,,,,
1.6387368440628052,0.828125,0,454,,,,,,
1.6703695058822632,0.8046875,0,455,,,,,,
1.656481146812439,0.796875,0,456,,,,,,
1.6643010377883911,0.8046875,0,457,,,,,,
1.7000898122787476,0.7578125,0,458,,,,,,
1.6288673877716064,0.84375,0,459,,,,,,
1.6139707565307617,0.8671875,0,460,,,,,,
1.7052980661392212,0.75,0,461,,,,,,
1.6376616954803467,0.8359375,0,462,,,,,,
1.6758408546447754,0.8125,0,463,,,,,,
1.6972410678863525,0.78125,0,464,,,,,,
1.6610647439956665,0.8046875,0,465,,,,,,
1.6956844329833984,0.78125,0,466,,,,,,
1.6945147514343262,0.7890625,0,467,,,,,,
1.6136728525161743,0.8854166865348816,0,468,,,,,,
,,,0,1.6670095920562744,0.796875,,,,
,,,1,1.662543535232544,0.8125,,,,
,,,2,1.634816288948059,0.84375,,,,
,,,3,1.6792407035827637,0.8046875,,,,
,,,4,1.6996424198150635,0.8125,,,,
,,,5,1.6858868598937988,0.78125,,,,
,,,6,1.607496738433838,0.859375,,,,
,,,7,1.6784908771514893,0.7890625,,,,
,,,8,1.660234808921814,0.8125,,,,
,,,9,1.7023566961288452,0.7890625,,,,
,,,10,1.6778010129928589,0.796875,,,,
,,,11,1.6185576915740967,0.84375,,,,
,,,12,1.6549344062805176,0.8203125,,,,
,,,13,1.6648722887039185,0.8203125,,,,
,,,14,1.6281557083129883,0.8359375,,,,
,,,15,1.6907578706741333,0.765625,,,,
,,,16,1.657670497894287,0.828125,,,,
,,,17,1.6294587850570679,0.8515625,,,,
,,,18,1.6428699493408203,0.8671875,,,,
,,,19,1.6746386289596558,0.796875,,,,
,,,20,1.6938916444778442,0.796875,,,,
,,,21,1.657375454902649,0.8046875,,,,
,,,22,1.7114040851593018,0.765625,,,,
,,,23,1.664589285850525,0.8125,,,,
,,,24,1.6672282218933105,0.8203125,,,,
,,,25,1.7285782098770142,0.71875,,,,
,,,26,1.6490815877914429,0.796875,,,,
,,,27,1.7081694602966309,0.75,,,,
,,,28,1.6654393672943115,0.8125,,,,
,,,29,1.6590776443481445,0.828125,,,,
,,,30,1.6758183240890503,0.7890625,,,,
,,,31,1.699630856513977,0.7578125,,,,
,,,32,1.691327691078186,0.7734375,,,,
,,,33,1.634771466255188,0.84375,,,,
,,,34,1.6147632598876953,0.8671875,,,,
,,,35,1.6121894121170044,0.875,,,,
,,,36,1.6999015808105469,0.7734375,,,,
,,,37,1.704066514968872,0.78125,,,,
,,,38,1.6403385400772095,0.8515625,,,,
,,,39,1.7447775602340698,0.7421875,,,,
,,,40,1.7018933296203613,0.7734375,,,,
,,,41,1.6502763032913208,0.8046875,,,,
,,,42,1.664544701576233,0.8203125,,,,
,,,43,1.7434905767440796,0.734375,,,,
,,,44,1.7148473262786865,0.734375,,,,
,,,45,1.6586833000183105,0.8046875,,,,
,,,46,1.6434640884399414,0.84375,,,,
,,,47,1.667304277420044,0.8125,,,,
,,,48,1.7035558223724365,0.7578125,,,,
,,,49,1.6755709648132324,0.8046875,,,,
,,,50,1.6906981468200684,0.796875,,,,
,,,51,1.6808922290802002,0.8046875,,,,
,,,52,1.68512761592865,0.78125,,,,
,,,53,1.6701397895812988,0.796875,,,,
,,,54,1.7079286575317383,0.7421875,,,,
,,,55,1.6646541357040405,0.8203125,,,,
,,,56,1.6727403402328491,0.8046875,,,,
,,,57,1.6429778337478638,0.828125,,,,
,,,58,1.6688718795776367,0.8125,,,,
,,,59,1.6704009771347046,0.8046875,,,,
,,,60,1.6469528675079346,0.828125,,,,
,,,61,1.6940337419509888,0.7734375,,,,
,,,62,1.712438702583313,0.75,,,,
,,,63,1.6594339609146118,0.8125,,,,
,,,64,1.6920950412750244,0.7890625,,,,
,,,65,1.6013566255569458,0.859375,,,,
,,,66,1.6687246561050415,0.8125,,,,
,,,67,1.6429883241653442,0.8359375,,,,
,,,68,1.7368394136428833,0.71875,,,,
,,,69,1.6670395135879517,0.8046875,,,,
,,,70,1.6503756046295166,0.828125,,,,
,,,71,1.7163183689117432,0.75,,,,
,,,72,1.683962345123291,0.7734375,,,,
,,,73,1.671203851699829,0.7734375,,,,
,,,74,1.6798781156539917,0.78125,,,,
,,,75,1.6529790163040161,0.828125,,,,
,,,76,1.6208910942077637,0.8515625,,,,
,,,77,1.6789875030517578,0.7890625,,,,
,,,78,1.626910924911499,0.8125,,,,
,,0,468,,,1.6716511249542236,0.8016999959945679,,
,,0,468,,,,,1.7648797035217285,0.7277166843414307
1.7481768131256104,0.7109375,1,469,,,,,,
1.6477402448654175,0.84375,1,470,,,,,,
1.6519604921340942,0.8203125,1,471,,,,,,
1.66659677028656,0.796875,1,472,,,,,,
1.6787314414978027,0.796875,1,473,,,,,,
1.6819274425506592,0.8046875,1,474,,,,,,
1.6748329401016235,0.796875,1,475,,,,,,
1.6911991834640503,0.7734375,1,476,,,,,,
1.6729611158370972,0.8125,1,477,,,,,,
1.6223583221435547,0.8359375,1,478,,,,,,
1.710898518562317,0.7421875,1,479,,,,,,
1.6795284748077393,0.7890625,1,480,,,,,,
1.6135245561599731,0.8828125,1,481,,,,,,
1.6593825817108154,0.8046875,1,482,,,,,,
1.6795130968093872,0.765625,1,483,,,,,,
1.638442039489746,0.84375,1,484,,,,,,
1.68063485622406,0.7890625,1,485,,,,,,
1.676513433456421,0.8203125,1,486,,,,,,
1.6842460632324219,0.765625,1,487,,,,,,
1.636805534362793,0.84375,1,488,,,,,,
1.6633375883102417,0.796875,1,489,,,,,,
1.6982343196868896,0.7734375,1,490,,,,,,
1.6411348581314087,0.8359375,1,491,,,,,,
1.6101669073104858,0.8828125,1,492,,,,,,
1.6675949096679688,0.796875,1,493,,,,,,
